X,Y,OBJECTID,LDTC_TypeDescription,LDLI_Category,Library,Branch,SecondaryName,LDLI_Address1,LDLI_City,LDLI_State,LDLI_Zip,LDLI_County,LDLI_AddPhones,LDLI_FAX,LDLI_email,LDLI_URL,Longitude,Latitude,GlobalID
-122.34129,47.5573600000001,152,Government Libraries,United States Government,US Army Corps of Engineers - Seattle District Library,US Army Corps of Engineers - Seattle District Library,,4735 E Marginal Way S,Seattle,WA,98134,King,(206) 316-3728,,CENWS.LIBRARY@usace.army.mil,http://www.nws.usace.army.mil/Library.aspx,-122.34129,47.55736,{63554BEC-FE49-459E-862F-9243AC612003}
-117.64909,47.6354400000001,153,Government Libraries,United States Government,Fairchild Air Force Base Library FL4620,Fairchild Air Force Base Library FL4620,,2 W Castle St,Fairchild AFB,WA,99011-8532,Spokane,(509) 247-5556,5092473365,fafblibrary@gmail.com,http://www.fairchildfun.com/library,-117.64909,47.63544,{3502AE25-771D-489E-80D4-4490A7CC29A7}
-119.2671,46.33259,154,Government Libraries,United States Government,US Department of Energy Public Reading Room,US Department of Energy Public Reading Room,,"2770 Crimson Way, CIC, Room 101L",Richland,WA,99354,Benton,(509) 372-7443,,doe.reading.room@pnnl.gov,https://reading-room.labworks.org,-119.2671,46.33259,{8215BFB4-AF2B-46FD-B452-FC52841731A0}
-122.90047,47.0369000000001,155,Government Libraries,Washington State Government,Washington State Archives,Washington State Archives,,1129 Washington St SE,Olympia,WA,98504-0238,Thurston,(360) 586-1492,3606648814,research@sos.wa.gov,https://www.sos.wa.gov/archives/archives_state.aspx,-122.90047,47.0369,{6B1BD9E1-C089-4FE2-8BA7-D47F8657D9BF}
-119.2751,46.3555400000001,156,Government Libraries,Washington State Government,"Ecology, Dept of",Nuclear Waste Program Resource Center,,3100 Port of Benton Blvd,Richland,WA,99354-1670,Benton,(509) 372-7920,5093727971,,,-119.2751,46.35554,{E92D127B-6CAB-4692-A457-DBF32F12DBFD}
-120.544087,47.0072761000001,157,Government Libraries,Washington State Government,Washington State Archives,"State Archives, Central Regional Branch",,"Bledsoe-Washington Archives Bldg, CWU",Ellensburg,WA,98926-7547,kittitas,(509) 963-2136,5099631753,CEBranchArchives@sos.wa.gov,https://www.sos.wa.gov/archives/archives_central.aspx,-120.544087,47.0072761,{5AB42C34-B269-4793-AA15-F1A5D972AAEE}
-122.8973003,47.0373865,158,Government Libraries,Washington State Government,Washington Geology Library,Washington Geology Library,,Room 173,Olympia,WA,98504-7007,Thurston,(360) 902-1473,3609021785,geology@dnr.wa.gov,http://www.dnr.wa.gov/programs-and-services/geology/washington-geology-library,-122.8973003,47.0373865,{CABDEB46-279E-4B0C-B109-61A6A483C0A8}
-122.45007,47.2678500000001,159,Government Libraries,Washington State Government,Washington State History Research Center,Washington State History Research Center,,315 N Stadium Way,Tacoma,WA,98403-3226,Pierce,(253) 798-5914,2535974186,http://www.washingtonhistory.org/research/research-center/research-request/,http://www.washingtonhistory.org,-122.45007,47.26785,{D6E77026-FAC1-451B-A287-E002571922B3}
-122.150404,47.5819765000001,160,Government Libraries,Washington State Government,Washington State Archives,"State Archives, Puget Sound Regional Branch",,Pritchard-Fleming Bldg,Bellevue,WA,98007-6406,King,(425) 564-3940,4255643945,PSBranchArchives@sos.wa.gov,https://www.sos.wa.gov/archives/archives_puget.aspx,-122.150404,47.5819765,{8AB5FB05-0E03-4B38-86EC-77C48D0D1126}
-122.003577,47.8434292000001,161,Government Libraries,Washington State Government,Washington State Library,Twin Rivers Corrections Center,,16774 170th Dr SE,Monroe,WA,98272-0888,Snohomish,(360) 794-2481,,trcc@sos.wa.gov,,-122.003577,47.8434292,{9F38D4DA-A365-4E87-BFA2-CAD19581D579}
-122.32416,47.5828900000001,162,Government Libraries,Washington State Government,Forensic Science Library Services,Forensic Science Library Services,,"2203 Airport Way S., Ste 250",Seattle,WA,98134,King,206-262-6027,2062626018,flsblibrary@wsp.wa.gov,http://www.wsp.wa.gov/forensics/flsbhome.htm,-122.32416,47.58289,{AC087E23-38BB-41D2-B182-EAA789BAE1E4}
-117.58642,47.4913700000001,163,Government Libraries,Washington State Government,Washington State Archives,"State Archives, Eastern Regional Branch",,960 Washington St,Cheney,WA,99004-2488,Spokane,(509)235-7508,5092357505,EABranchArchives@sos.wa.gov,https://www.sos.wa.gov/archives/archives_eastern.aspx,-117.58642,47.49137,{2A7993ED-ACBC-4F45-A905-41C37565BA6F}
-122.90047,47.0369000000001,164,Government Libraries,Washington State Government,Washington State Archives,"State Archives, Southwest Regional Branch",,1129 Washington St SE,Olympia,WA,98504-0238,Thurston,(360) 753-1684,3606648814,SWBranchArchives@sos.wa.gov,http://www.sos.wa.gov/archives/archives/southwest.aspx,-122.90047,47.0369,{E10E2A97-32E0-46A4-8555-28DA4D987185}
-124.29217,48.24071,165,Government Libraries,Washington State Government,Washington State Library,Clallam Bay Corrections Center,,1830 Eagle Crest Way,Clallam Bay,WA,98326-9775,Clallam,(360) 963-3216,,cbcc@sos.wa.gov,,-124.29217,48.24071,{3E3D087F-696E-4648-8B5B-7E59951BCE30}
-123.91954,46.9259200000001,166,Government Libraries,Washington State Government,Washington State Library,Stafford Creek Corrections Center,,191 Constantine Way,Aberdeen,WA,98520-9504,Grays harbor,(360) 537-2258,3605372501,sccc@sos.wa.gov,,-123.91954,46.92592,{5ED6E318-61B6-40A9-BD8E-2E5D3FFE97A5}
-123.18963,47.24111,167,Government Libraries,Washington State Government,Washington State Library,Washington Corrections Center,,2321 West Dayton Airport Road,Shelton,WA,98584-0974,Mason,(360) 432-1509,,wcc@sos.wa.gov,,-123.18963,47.24111,{253833DC-E2BD-4F9B-ADB5-E66C3814E889}
-122.33685,47.6168900000001,168,Government Libraries,Washington State Government,Washington State Library,Washington Talking Book & Braille Library,,2021 9th Avenue,Seattle,WA,98121-2783,King,(206) 615-0400 or (800) 542-0866,,wtbbl@sos.wa.gov,https://www.wtbbl.org,-122.33685,47.61689,{9D1C291D-AD7F-4B9A-A88C-5E516C0EFFB0}
-122.56448,47.1772700000001,169,Government Libraries,Washington State Government,Washington State Library,Western State Hospital,,9601 Steilacoom Blvd SW,Lakewood,WA,98498-7213,Pierce,(253) 756-2593,2537563970,wsh@sos.wa.gov,,-122.56448,47.17727,{812F75D3-C689-49D4-ADFC-057917950D5F}
-117.6773,47.5733300000001,170,Government Libraries,Washington State Government,Washington State Library,Eastern State Hospital,,PO Box 800,Medical Lake,WA,99022-0800,Spokane,(509) 565-4276,,esh@sos.wa.gov,,-117.6773,47.57333,{350F6305-42AA-4A17-956F-32AEC50EE623}
-121.99695,47.845,171,Government Libraries,Washington State Government,Washington State Library,Washington State Reformatory,,16700 177th Ave SE,Monroe,WA,98272-0777,Snohomish,(360) 794-2872,,wsr@sos.wa.gov,,-121.99695,47.845,{9EAAD6E2-E988-4940-B0D7-C31B5E86D56A}
-118.35907,46.0797400000001,172,Government Libraries,Washington State Government,Washington State Library,Washington State Penitentiary,,1313 N 13th Ave,Walla Walla,WA,99362-8817,Walla Walla,(509) 525-3610 ext. 5071 or 5072,,wsp-wc@sos.wa.gov,,-118.35907,46.07974,{39584258-FC3C-4C93-83B6-9F6F26E2566E}
-118.85062,46.67906,173,Government Libraries,Washington State Government,Washington State Library,Coyote Ridge Corrections Center,,1301 N Ephrata,Connell,WA,99326-0769,Franklin,(509) 543-5800 ext. 3109 or 3104,,crcc@sos.wa.gov,,-118.85062,46.67906,{D69BAD8C-4580-4DF8-A45D-B74631AD3C3C}
-122.61498,47.3478200000001,174,Government Libraries,Washington State Government,Washington State Library,Washington Corrections Center for Women,,9601 Bujacich Rd NW,Gig Harbor,WA,98332-8300,Pierce,(253) 858-4230,,wccw@sos.wa.gov,,-122.61498,47.34782,{51D3EB32-A4C9-46F6-8B16-E00558A255CE}
-117.58159,47.6524600000001,175,Government Libraries,Washington State Government,Washington State Library,Airway Heights Corrections Center,,11919 W Sprague,Airway Heights,WA,99001-1899,Spokane,(509) 244-6700 ext. 16239,,ahcc@sos.wa.gov,,-117.58159,47.65246,{8AE747F9-8891-4F04-B224-EA66179CBF0D}
-122.80831,47.0475900000001,176,Government Libraries,Washington State Government,"Ecology, Dept of","Ecology, Dept of",,"300 Desmond Drive SE, Lacey",Olympia,WA,98504-7600,Thurston,360-407-6150,,Ecologylibrary@ecy.wa.gov,,-122.80831,47.04759,{216C5B04-965A-4A3B-8C87-FCCD7E5FD661}
-122.4857077,48.726095,177,Government Libraries,Washington State Government,Washington State Archives,"State Archives, Northwest Regional Branch",,Western Washington University,Bellingham,WA,98225-9123,Whatcom,(360) 650-3125,3606503323,NWBranchArchives@sos.wa.gov,http://www.sos.wa.gov/archives/archives_northwest,-122.4857077,48.726095,{585DD5FB-27C7-4BC0-ADD5-6AAD66456AE8}
-122.91551,47.00062,178,Government Libraries,Washington State Government,"Materials Laboratory Branch, WSDOT","Materials Laboratory Branch, WSDOT",,1655 S 2nd Ave SW,Tumwater,WA,98512-6951,Thurston,360-709-5404,3607095588,ML_Library@wsdot.wa.gov,http://www.wsdot.wa.gov/library,-122.91551,47.00062,{D649C777-914C-467C-B753-CE244861D91A}
-122.64811,45.63124,179,Government Libraries,Washington State Government,Washington State School for the Blind Library,Washington State School for the Blind Library,,2214 E 13th St,Vancouver,WA,98661-4120,Clark,(360) 696-6321,,,http://www.wssb.wa.gov,-122.64811,45.63124,{9EA97B80-EFB6-41A9-BFEE-9FC508549D5E}
-122.63907,45.62449,180,Government Libraries,Washington State Government,Washington School for the Deaf,Washington School for the Deaf,,611 Grand Blvd,Vancouver,WA,98661,Clark,(360) 696-6525,3606966291,,http://www.wsd.wa.gov,-122.63907,45.62449,{5A43BD3A-C57E-4E41-B449-B6C23ECB77E2}
-122.90691,46.9861700000001,181,Government Libraries,Washington State Government,Washington State Library,Washington State Library,,6880 Capitol Blvd SE,Tumwater,WA,98501,Thurston,(360) 704-5200,3605867575,askalibrarian@sos.wa.gov,http://www.sos.wa.gov/library/,-122.90691,46.98617,{91DD68F8-5A9F-41FC-990F-3F5BEDD51DF9}
-122.9222422,46.9828369000001,182,Government Libraries,Washington State Government,Safety & Health Video Library & Resource Center,Safety & Health Video Library & Resource Center,,Division of Occupational Safety & Health – Educati,Tumwater,WA,98501,Thurston,360-902-5444,3609025675,SHVideo@Lni.wa.gov,http://www.videos.lni.wa.gov,-122.9222422,46.9828369,{EC0AAF68-7DFA-4E86-8B3E-54F4F0EFA5CF}
-122.69631,47.6464100000001,183,Public Libraries,District,Kitsap Regional Library,Silverdale Branch,,3450 NW Carlton Street,Silverdale,WA,98383-8325,Kitsap,360-692-2779,3606987702,SILibrary@krl.org,http://www.krl.org,-122.69631,47.64641,{E1A2CCA5-7F6B-46B7-B3B2-D2B43E62E14F}
-122.43662,47.1322200000001,184,Public Libraries,District,Pierce County Library System,Parkland/Spanaway Library,,13718 Pacific Avenue S,Tacoma,WA,98444-4746,Pierce,253-548-3304,2535363789,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.43662,47.13222,{2D070DB7-77DF-4EB6-B006-DE6DF79BB18F}
-122.62493,47.59509,185,Public Libraries,District,Kitsap Regional Library,Kitsap Regional Library,,1301 Sylvan Way,Bremerton,WA,98310-3466,Kitsap,(360) 405-9158,3604059128,,http://www.krl.org,-122.62493,47.59509,{B44AB848-74D0-44E4-9946-760286C852DE}
-122.53585,47.2257200000001,186,Public Libraries,District,Pierce County Library System,University Place Library,,"3609 Market Place W., Suite 100",University Place,WA,98466,Pierce,253-548-3307,2535652913,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.53585,47.22572,{7C95AEF3-324C-4C7E-ACC6-4990342EF331}
-122.52053,47.6350100000001,187,Public Libraries,District,Kitsap Regional Library,Bainbridge Island Branch,,1270 Madison Avenue N,Bainbridge Island,WA,98110-2747,Kitsap,206-842-4162,2067805310,BILibrary@krl.org,http://www.krl.org/libraries,-122.52053,47.63501,{39DC8FF7-BFE1-4A3D-83C4-771194CE3582}
-122.62838,47.5667700000001,188,Public Libraries,District,Kitsap Regional Library,Downtown Bremerton Branch,,612 Fifth Street,Bremerton,WA,98337-1416,Kitsap,360-377-3955,3604798206,DBLibrary@krl.org,http://www.krl.org/libraries,-122.62838,47.56677,{8FA3DC6A-2B04-4D9D-A686-154F10313E03}
-122.50208,47.7995500000001,189,Public Libraries,District,Kitsap Regional Library,Kingston Branch,,26159 Dulay Road NE,Kingston,WA,98346-0519,Kitsap,360-297-3330,3602972911,KILibrary@krl.org,http://www.krl.org,-122.50208,47.79955,{FD53DF53-0C94-4539-AC05-AA5F8B3C6979}
-122.5455005,47.5558443,190,Public Libraries,District,Kitsap Regional Library,Manchester Branch,,8067 E. Main Street,Manchester,WA,98353,Kitsap,360-871-3921,3608716152,MALibrary@krl.org,http://www.krl.org,-122.5455005,47.5558443,{DF55C14D-C748-46B0-BDDE-0DBC3251F007}
-122.63575,47.5424400000001,191,Public Libraries,District,Kitsap Regional Library,Port Orchard Branch,,87 Sidney Avenue,Port Orchard,WA,98366-5249,Kitsap,360-876-2224,3608769588,POLibrary@krl.org,http://www.krl.org,-122.63575,47.54244,{89F402C7-18CE-4C32-AA8D-0C38B69BF62A}
-122.64026,47.73594,192,Public Libraries,District,Kitsap Regional Library,Poulsbo Branch,,700 NE Lincoln Road,Poulsbo,WA,98370-7688,Kitsap,360-779-2915,3607791051,PLLibrary@krl.org,http://www.krl.org,-122.64026,47.73594,{ADD6C00F-2463-4678-9A69-2CC16BA1DB3C}
-122.58006,47.2989900000001,193,Public Libraries,District,Pierce County Library System,Gig Harbor Library,,4424 Point Fosdick Drive,Gig Harbor,WA,98335-1700,Pierce,253-548-3305,2538518002,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.58006,47.29899,{95CA9E35-6F28-4188-9441-A038A0DA1A56}
-122.74646,47.33842,194,Public Libraries,District,Pierce County Library System,Key Center Library,,8905 Key Peninsula Hwy NW,Lakebay,WA,98349-9326,Pierce,253-548-3309,2538849553,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.74646,47.33842,{69A39FA0-0E05-48C1-A02C-F176A577EE6B}
-122.36044,47.1549400000001,195,Public Libraries,District,Pierce County Library System,Summit Library,,5107 112th Street E,Tacoma,WA,98446-5309,Pierce,253-548-3321,2535366301,,http://www.piercecountylibrary.org/,-122.36044,47.15494,{2C36A90B-2B15-4465-83E4-61141C070139}
-122.64426,47.09155,196,Public Libraries,District,Pierce County Library System,DuPont Library,,1540 Wilmington Drive,DuPont,WA,98327-8771,Pierce,253-548-3326,2539644010,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.64426,47.09155,{819C91C2-241D-48F8-9396-112AF87A0916}
-122.2448,47.20466,197,Public Libraries,District,Pierce County Library System,Sumner Library,,1116 Fryar Avenue,Sumner,WA,98390-1512,Pierce,253-548-3306,2538630650,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.2448,47.20466,{F870F7CF-90CA-4BA9-871D-1CBA17D30480}
-122.5545,47.1238300000001,198,Public Libraries,District,Pierce County Library System,Tillicum Library,,14916 Washington Avenue SW,Lakewood,WA,98498-2271,Pierce,253-548-3314,2535844107,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.5545,47.12383,{3591FD36-819E-47F8-8FDD-49E0F5097034}
-122.6906764,47.1736496,199,Public Libraries,District,Pierce County Library System,Anderson Island Library,,Anderson Island Community Clubhouse,Anderson Island,WA,98303,Pierce,253-548-3536,,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.6906764,47.1736496,{AD9ADAB6-AB6D-498D-80DB-B45341D51284}
-122.34065,47.2386700000001,200,Public Libraries,District,Pierce County Library System,Fife Library,,6622 20th Street E,Fife,WA,98424,Pierce,253-548-3323,2539225919,,http://www.piercecountylibrary.org/branches/north-east-county/fife/fife-library.htm,-122.34065,47.23867,{A4E03D21-C4B8-4D02-834B-FDC8F64AB469}
-122.29334,47.11638,201,Public Libraries,District,Pierce County Library System,South Hill Library,,15420 Meridian E,Puyallup,WA,98375-9514,Pierce,253-548-3303,2538414692,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.29334,47.11638,{3895473E-9F0E-43AF-82FE-2B796EA3315C}
-122.29461,47.24728,202,Public Libraries,District,Pierce County Library System,Milton/Edgewood Library,,"900 Meridian E., Suite 29",Milton,WA,98354-8850,Pierce,253-548-3325,2539272581,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.29461,47.24728,{3AD027BD-14D0-42B8-8859-5AD736C9729B}
-122.57913,47.1765500000001,203,Public Libraries,District,Pierce County Library System,Steilacoom Library,,2950 Steilacoom Blvd.,Steilacoom,WA,98388-5107,Pierce,253-548-3313,2535897095,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.57913,47.17655,{D0EB5A15-6643-45B0-B1FF-8852528D23CC}
-122.38444,47.66981,204,Public Libraries,District,Seattle Public Library - Central Library,Ballard Branch,,5614 22nd Ave. N.W.,Seattle,WA,98107-3119,King,206-684-4089,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/ballard-branch,-122.38444,47.66981,{423384C9-B144-4A21-A4B5-342136404888}
-122.3881,47.1559800000001,205,Public Libraries,District,Pierce County Library System,Administrative Center & Library,,3005 112th St E,Tacoma,WA,98446,Pierce,253-548-3300,,,https://www.piercecountylibrary.org/branches/central-south-county/pac-processing-administrative/proc,-122.3881,47.15598,{E053D4CC-5959-4459-B137-808623AFA213}
-122.18128,47.4998400000001,206,Public Libraries,District,King County Library System,Renton Highlands Library,,2801 NE 10th St,Renton,WA,98056-3134,King,(425) 277-1831,,,http://www.kcls.org/rentonhighlands/,-122.18128,47.49984,{39840A58-6EF7-4A2C-87B6-F9D918D9B998}
-122.18587,48.0627400000001,207,Public Libraries,District,Sno-Isle Libraries,Sno-Isle Libraries,,7312 35th Ave NE,Marysville,WA,98271-7417,Snohomish,360-651-7000,3606517151,,http://www.sno-isle.org,-122.18587,48.06274,{67F0BBA8-1BC8-4DF5-B6E4-9860EBC07ED8}
-122.14899,47.5704900000001,208,Public Libraries,District,King County Library System,Newport Way Library,,14250 SE Newport Way,Bellevue,WA,98006-1507,King,(425) 747-2390,,,http://www.kcls.org/newportway/,-122.14899,47.57049,{19F465F0-626D-480F-8E68-AD0695676048}
-121.78335,47.4966700000001,209,Public Libraries,District,King County Library System,North Bend Library,,115 E 4th St,North Bend,WA,98045-8251,King,(425) 888-0554,4252960216,,http://www.kcls.org/northbend/,-121.78335,47.49667,{DC5C550C-851D-4567-869F-9251A2DD0D5B}
-122.12807,47.67891,210,Public Libraries,District,King County Library System,Redmond Library,,15990 NE 85th St,Redmond,WA,98052-3531,King,(425) 885-1861,,,https://kcls.org/locations/1533/,-122.12807,47.67891,{D6ADDDD8-6526-49C5-930C-D001B1F6FF88}
-122.38501,47.7718800000001,211,Public Libraries,District,King County Library System,Richmond Beach Library,,19601 21st Ave NW,Shoreline,WA,98177,King,(206) 546-3522,2065466820,,http://www.kcls.org/richmondbeach/,-122.38501,47.77188,{2DB65D44-FEE6-433B-A0E0-983B9158C8BC}
-122.03692,47.6005900000001,212,Public Libraries,District,King County Library System,Sammamish Library,,825 228th Ave SE,Sammamish,WA,98074-6501,King,(425) 392-3130,,,http://www.kcls.org/sammamish/,-122.03692,47.60059,{9ECFAA4C-5117-4024-B350-E2BFB25341E5}
-122.3247,47.75552,213,Public Libraries,District,King County Library System,Shoreline Library,,345 NE 175th St,Shoreline,WA,98155-3517,King,(206) 362-7550,2063631310,,http://www.kcls.org/shoreline/,-122.3247,47.75552,{CDDCE2FC-0CE3-4922-A43E-41E533596D3A}
-121.36104,47.70845,214,Public Libraries,District,King County Library System,Skykomish Library,,100 5th St,Skykomish,WA,98288-0329,King,(360) 677-2660,,,https://kcls.org/locations/1536/,-121.36104,47.70845,{88B9B5A7-7FC1-43CC-B3F7-91DABEB4CE19}
-122.23859,47.4906100000001,215,Public Libraries,District,King County Library System,Skyway Library,,12601 76th Ave S,Seattle,WA,98178-0039,King,(206) 772-5541,,,http://www.kcls.org/skyway/,-122.23859,47.49061,{4510591A-F071-4700-BF97-5ABB794913CE}
-121.87224,47.52988,216,Public Libraries,District,King County Library System,Snoqualmie Library,,7824 Center Blvd SE,Snoqualmie,WA,98065,King,(425) 888-1223,,,http://www.kcls.org/snoqualmie/,-121.87224,47.52988,{FF527C73-4FB0-4FD3-9006-399C823A0202}
-122.27372,47.4432,217,Public Libraries,District,King County Library System,Valley View Library,,17850 Military Road South,SeaTac,WA,98188-8698,King,(206) 242-6044,,,http://www.kcls.org/valleyview/,-122.27372,47.4432,{0A952060-FE19-49BD-B41D-A0B9D708481F}
-122.45951,47.45081,218,Public Libraries,District,King County Library System,Vashon Library,,17210 Vashon Hwy SW,Vashon Island,WA,98070-4600,King,(206) 463-2069,,,https://kcls.org/locations/1545/,-122.45951,47.45081,{AC58A33C-8F8C-4214-9BEA-6436A38EBAF2}
-122.35292,47.5068900000001,219,Public Libraries,District,King County Library System,White Center Library,,1409 SW 107th Street,Seattle,WA,98146,King,(206) 243-0233,,,http://www.kcls.org/whitecenter/,-122.35292,47.50689,{3FDBB938-AC37-4973-B96E-5DE120FBC7C1}
-123.03032,48.5365600000001,220,Public Libraries,District,San Juan Island Library,San Juan Island Library,,1010 Guard Street,Friday Harbor,WA,98250-9240,San Juan,360-378-2798,,sjlib@sjlib.org,https://www.sjlib.org,-123.03032,48.53656,{DB9C06F9-1268-44C4-B196-1B9078CD3FD2}
-122.16737,47.5376600000001,221,Public Libraries,District,King County Library System,Newcastle Library,,12901 Newcastle Way,Newcastle,WA,98056,King,(425) 255-0111,,,https://kcls.org/locations/1564/?_ga=2.19233336.1478965472.1542308891-91953639.1540833007,-122.16737,47.53766,{C48C5B75-FFA2-40F4-ADCE-314864C646F4}
-118.6174975,46.9748694,222,Public Libraries,District,East Adams Library District,Lind Community Library,,(LRMS Library),Lind,WA,99341,Adams,(509) 659-1222,,info@ritzvillelibrary.com,http://www.eastadamslibrary.org,-118.6174975,46.9748694,{A6CAC05A-41BF-424A-8805-814AD2B544CB}
-118.38199,47.1262300000001,223,Public Libraries,District,East Adams Library District,Ritzville Public Library,,302 W Main Ave,Ritzville,WA,99169-1412,Adams,(509) 659-1222,5096591232,info@ritzvillelibrary.com,http://www.eastadamslibrary.org,-118.38199,47.12623,{55BE3AFD-DEB1-4FC4-A6AF-ABEFB1FCCFC6}
-118.3104925,46.7524287000001,224,Public Libraries,District,East Adams Library District,Washtucna Community Library,,Washtucna School Library,Washtucna,WA,99371,Adams,(509) 659-1222,,info@ritzvillelibrary.com,http://www.eastadamslibrary.org,-118.3104925,46.7524287,{1EB29F01-BFA5-45FD-B2E7-407A85F411B5}
-122.20255,47.0970500000001,225,Public Libraries,District,Pierce County Library System,Orting Library,,202 Washington Avenue S,Orting,WA,98360-1060,Pierce,253-548-3312,3608931856,,http://www.piercecountylibrary.org/branches/central-south-county/orting/orting-library.htm,-122.20255,47.09705,{FB29324C-5469-4CF4-B47C-3505530F42D3}
-122.19672,47.4183600000001,226,Public Libraries,District,King County Library System,Kent Panther Lake Library,,20500 108th Ave SE,Kent,WA,98031,King,(253) 854-0211,,,https://kcls.org/locations/155/,-122.19672,47.41836,{D419E083-56C5-4140-9153-2B5A0B976680}
-122.08192,47.7514800000001,227,Public Libraries,District,King County Library System,Woodinville Library,,17105 Avondale Rd NE,Woodinville,WA,98072-9181,King,(425) 788-0733,,,https://kcls.org/locations/1548/,-122.08192,47.75148,{3896DC6E-82EB-46B3-ACE7-D44DCE6928C5}
-122.3114,47.57804,228,Public Libraries,District,Seattle Public Library - Central Library,Beacon Hill Branch,,2821 Beacon Ave. S.,Seattle,WA,98144,King,206-684-4711,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/beacon-hill-branch,-122.3114,47.57804,{BE350203-5B11-4F31-A3AE-2F6A64DB1F8F}
-122.20198,47.4818700000001,229,Public Libraries,District,King County Library System,Renton Library,,100 Mill Ave S,Renton,WA,98057-2126,King,(425) 226-6043,,,http://www.kcls.org/renton/,-122.20198,47.48187,{946E2CFA-C328-40F4-97DD-4225F2A56B22}
-122.34506,47.5160300000001,230,Public Libraries,District,King County Library System,Greenbridge Library,,9720 8th Ave SW,Seattle,WA,98106,King,(206) 762-1682,,,http://www.kcls.org/greenbridge/,-122.34506,47.51603,{52CF5369-0CE6-4537-B4F9-637A67052D8C}
-122.2562,47.4593300000001,231,Public Libraries,District,King County Library System,Library Connection @ Southcenter,,1386 Southcenter Mall,Tukwila,WA,98188,King,425-226-0522,,,http://www.kcls.org/southcenter/,-122.2562,47.45933,{3DD90BFE-D72E-4A24-8A4E-EC6DA26D300E}
-122.13139,47.6216400000001,232,Public Libraries,District,King County Library System,Library Connection @ Crossroads,,"15600 NE 8th St, Ste K-11",Bellevue,WA,98008-3946,King,,,,https://kcls.org/locations/1499/,-122.13139,47.62164,{A7CC9591-EBDE-495B-8851-5F04374B58ED}
-122.30823,47.36116,233,Public Libraries,District,King County Library System,Woodmont Library,,26809 Pacific Hwy S,Des Moines,WA,98198-9255,King,(253) 839-0121,2538393358,,http://www.kcls.org/woodmont/,-122.30823,47.36116,{19836FDE-8194-4C68-9D25-A4E7EFCC12A1}
-122.21817,47.2987400000001,234,Public Libraries,District,King County Library System,Auburn Library,,1102 Auburn Way S,Auburn,WA,98002-6227,King,(253) 931-3018,,,http://www.kcls.org/auburn/,-122.21817,47.29874,{807B4AF9-7BA6-4480-A4DE-13AB74E3FCCA}
-118.38199,47.1262300000001,235,Public Libraries,District,East Adams Library District,East Adams Library District,,302 W. Main Ave.,Ritzville,WA,99169-1412,Adams,(509) 659-1222,5096591232,info@ritzvillelibrary.com,http://www.eastadamslibrary.org,-118.38199,47.12623,{5B1F9427-F195-4841-9684-9E015A0AA352}
-122.3881,47.1559800000001,236,Public Libraries,District,Pierce County Library System,Pierce County Library System,,3005 112th St E,Tacoma,WA,98446-2215,Pierce,253.548.3300,2535374600,director@piercecountylibrary.org,http://www.piercecountylibrary.org,-122.3881,47.15598,{D328C9AA-93F9-4A7E-A22B-7337F340A0CA}
-118.73779,48.64678,237,Public Libraries,District,North Central Washington Libraries,Republic Public Library,,794 S Clark Avenue,Republic,WA,99166-0601,Ferry,(509) 775-3328,5097753328,republic@ncrl.org,http://www.ncrl.org/republic,-118.73779,48.64678,{01B3FFB9-906B-4E9A-8939-2504EEB70CBF}
-120.31468,47.42339,238,Public Libraries,District,North Central Washington Libraries,Wenatchee Public Library,,310 Douglas Street,Wenatchee,WA,98801-2864,Chelan,(509) 662-5021,5096639731,wenatchee@ncrl.org,http://www.ncrl.org/wenatchee,-120.31468,47.42339,{7F333C7C-C651-4E6E-9407-A3C9A0AEF93B}
-119.5814727,48.3644961000001,239,Public Libraries,District,North Central Washington Libraries,Okanogan Public Library,,228 Pine St.,Okanogan,WA,98840-0489,Okanogan,(509) 422-2609,,okanogan@ncrl.org,http://www.ncrl.org/okanogan,-119.5814727,48.3644961,{7EB93C64-6890-4813-AE96-8CC650552C27}
-119.53027,48.4097300000001,240,Public Libraries,District,North Central Washington Libraries,Omak Public Library,,30 South Ash,Omak,WA,98841-0969,Okanogan,(509) 826-1820,5098265102,omak@ncrl.org,http://www.ncrl.org/omak,-119.53027,48.40973,{4907FC45-CCC1-4F01-8314-FF144D35E201}
-119.43685,48.9372700000001,241,Public Libraries,District,North Central Washington Libraries,Oroville Public Library,,1276 Main Street,Oroville,WA,98844-0550,Okanogan,(509) 476-2662,5094762662,oroville@ncrl.org,http://www.ncrl.org/oroville,-119.43685,48.93727,{636B8BCD-7FBB-4EDA-BD2F-55CE89745CB5}
